product_description,product_brand_id,product_image,product_name,product_id,product_category_id
"Máy tính bảng Apple dùng\xa0chip Apple M2 8 nhân mạnh mẽ, xử lý mượt các tác vụ, iPad Air M2 dòng\xa0Wifi Cellular - hỗ trợ cả Wifi lẫn eSIM để dùng mạng di động, Màn hình công nghệ Retina hiển thị hình ảnh với màu sắc chân thực và sống động, Màn hình\xa010.86"" độ phân giải\xa0(2360x1640) sắc nét, độ sáng tối đa đến 500 nits, Camera trước và camera sau 12 MP chụp ảnh, quay video, video call rõ nét, Bộ nhớ trong lớn tới 256GB mở ứng dụng nhanh, tha hồ lưu trữ các dữ liệu, RAM 8GB đa nhiệm tốt, mở nhiều ứng dụng và chuyển tab qua lại trơn tru, Máy tính bảng có pin 28.93Wh cho thời lượng dùng kéo dài từ 9 - 10 tiếng, Giao diện đẹp mắt, nhiều tính năng mới thông minh với\xa0Hệ điều hành\xa0iPadOS 17",25,https://cdn.nguyenkimmall.com/images/thumbnails/210/210/detailed/962/10058182-iPad_Air_M2_10.86_inch_Wifi_Cellular_256GB_MUXJ3ZAA_Xanh1.jpg,Máy tính bảng iPad Air M2 10.86 inch Wifi Cellular 256GB MUXJ3ZA/A Xanh,148,25
"Máy tính bảng Apple dùng\xa0chip Apple M2 8 nhân mạnh mẽ, xử lý mượt các tác vụ, iPad Air M2 dòng\xa0Wifi, thích hợp khi dùng ở những điểm có Wifi cố định, Bộ nhớ trong 128GB giúp mở ứng dụng nhanh, tha hồ lưu trữ các dữ liệu, RAM 8GB đa nhiệm tốt, mở nhiều ứng dụng và chuyển tab qua lại trơn tru, Màn hình công nghệ Retina hiển thị hình ảnh với màu sắc chân thực và sống động, Màn hình lớn 12.9"" độ phân giải\xa0(2732x2048) sắc nét, độ sáng tối đa đến 600 nits, Camera trước và camera sau 12 MP chụp ảnh, quay video, video call rõ nét, Máy tính bảng có pin 36.59Wh cho thời lượng dùng kéo dài từ 9 - 10 tiếng, Giao diện đẹp mắt, nhiều tính năng mới thông minh với\xa0Hệ điều hành\xa0iPadOS 17",25,https://cdn.nguyenkimmall.com/images/thumbnails/210/210/detailed/962/10058304-iPad_Air_M2_12.9_inch_Wifi_128GB_MV273ZAA_Xám1.jpg,Máy tính bảng iPad Air M2 12.9 inch Wifi 128GB MV273ZA/A Xám,149,25
"Máy tính bảng Apple dùng\xa0chip Apple M2 8 nhân mạnh mẽ, xử lý mượt các tác vụ, iPad Air M2 dòng\xa0Wifi, thích hợp khi dùng ở những điểm có Wifi cố định, Bộ nhớ trong lớn 256GB mở ứng dụng nhanh, tha hồ lưu trữ các dữ liệu, RAM 8GB đa nhiệm tốt, mở nhiều ứng dụng và chuyển tab qua lại dễ dàng, Màn hình công nghệ Retina hiển thị hình ảnh với màu sắc chân thực và sống động, Màn hình lớn 12.9"" độ phân giải\xa0(2732x2048) sắc nét, độ sáng tối đa đến 600 nits, Camera trước và camera sau 12 MP chụp ảnh, quay video, video call rõ nét, Máy tính bảng có pin 36.59Wh cho thời lượng dùng kéo dài từ 9 - 10 tiếng, Giao diện đẹp mắt, nhiều tính năng mới thông minh với\xa0Hệ điều hành\xa0iPadOS 17",25,https://cdn.nguyenkimmall.com/images/thumbnails/210/210/detailed/962/10058189-iPad_Air_M2_12.9_inch_Wifi_256GB_MV2D3ZAA_Xám1.jpg,Máy tính bảng iPad Air M2 12.9 inch Wifi 256GB MV2D3ZA/A Xám,150,25
"Máy tính bảng Apple dùng\xa0chip Apple M2 8 nhân mạnh mẽ, xử lý mượt các tác vụ, iPad Air M2 dòng\xa0Wifi, thích hợp khi dùng ở những điểm có Wifi cố định, Mở ứng dụng nhanh, tha hồ lưu trữ các dữ liệu với bộ nhớ trong 128GB, RAM 8GB đa nhiệm tốt, mở nhiều ứng dụng và chuyển tab qua lại trơn tru, Màn hình công nghệ Retina hiển thị hình ảnh với màu sắc chân thực và sống động, Màn hình lớn 12.9"" độ phân giải\xa0(2732x2048) sắc nét, độ sáng tối đa đến 600 nits, Camera trước và camera sau 12 MP chụp ảnh, quay video, video call rõ nét, Máy tính bảng có pin 36.59Wh cho thời lượng dùng kéo dài từ 9 - 10 tiếng, Giao diện đẹp mắt, nhiều tính năng mới thông minh với\xa0Hệ điều hành\xa0iPadOS 17",25,https://cdn.nguyenkimmall.com/images/thumbnails/210/210/detailed/962/10058305-iPad_Air_M2_12.9_inch_Wifi_128GB_MV293ZAA_Starlight1.jpg,Máy tính bảng iPad Air M2 12.9 inch Wifi 128GB MV293ZA/A Vàng,151,25
"Máy tính bảng iPad\xa0dùng\xa0chip Apple M4 9 nhân mạnh mẽ, xử lý mượt các tác vụ, Bộ nhớ trong ""khủng"" lên đến 1TB tha hồ lưu trữ dữ liệu,\xa0mở ứng dụng nhanh chóng, Dùng mạng di động mọi nơi nhờ hỗ trợ cả kết nối Wifi lẫn mạng di động qua\xa0eSIM, RAM 8GB đa nhiệm tốt, mở nhiều ứng dụng và chuyển tab qua lại dễ dàng, Màn hình Ultra Retina\xa0XDR tái hiện hình ảnh màu sắc chân thực và sống động, Màn hình sáng rõ với độ sáng tối đa 1000 nits,\xa0độ phân giải\xa0(2420x1668) sắc nét, Chụp ảnh, quay phim, video call chất lượng với camera trước 12MP & camera sau 12MP, Máy tính bảng\xa0sở hữu pin 31.29Wh cho thời gian sử dụng kéo dài bền bỉ, Giao diện đẹp mắt, nhiều tính năng mới thông minh với hệ điều hành\xa0iPadOS 17",25,https://cdn.nguyenkimmall.com/images/thumbnails/210/210/detailed/963/10058258-iPad_Pro_M4_11_inch_Wifi_Cellular_1TB_MVW53ZAA_Đen.jpg,Máy tính bảng iPad Pro M4 11 inch Wifi Cellular 1TB MVW53ZA/A Đen,152,25
"Máy tính bảng iPad\xa0dùng\xa0chip Apple M4 9 nhân mạnh mẽ, xử lý mượt các tác vụ, Bộ nhớ trong ""khủng"" tới 1TB tha hồ lưu trữ các dữ liệu,\xa0mở ứng dụng nhanh, Màn hình Ultra Retina\xa0XDR tái hiện hình ảnh màu sắc chân thực và sống động, Màn hình 11 inch độ phân giải\xa0(2420x1668) sắc nét, độ sáng tối đa đến 1000 nits, RAM 8GB đa nhiệm tốt, mở nhiều ứng dụng và chuyển tab qua lại dễ dàng, Camera trước và camera sau 12 MP chụp ảnh, quay video, video call rõ nét, Máy tính bảng\xa0sở hữu pin 31.29Wh cho thời gian sử dụng kéo dài bền bỉ, Hệ điều hành\xa0iPadOS 17 giao diện đẹp mắt, nhiều tính năng mới thông minh, iPad Pro M4 dòng\xa0Wifi, thích hợp khi dùng ở những điểm có Wifi cố định",25,https://cdn.nguyenkimmall.com/images/thumbnails/210/210/detailed/963/10058416-iPad_Pro_M4_11_inch_Wifi_1TB_MVVF3ZAA_Bạc.jpg,Máy tính bảng iPad Pro M4 11 inch Wifi 1TB MVVF3ZA/A Bạc,153,25
"Máy tính bảng iPad\xa0dùng\xa0chip Apple M4 9 nhân mạnh mẽ, xử lý mượt các tác vụ, Bộ nhớ trong lớn tới 512GB tha hồ lưu trữ các dữ liệu,\xa0mở ứng dụng nhanh, Màn hình Ultra Retina\xa0XDR tái hiện hình ảnh màu sắc chân thực và sống động, Màn hình 11 inch độ phân giải\xa0(2420x1668) sắc nét, độ sáng tối đa đến 1000 nits, RAM 8GB đa nhiệm tốt, mở nhiều ứng dụng và chuyển tab qua lại dễ dàng, Camera trước và camera sau 12 MP chụp ảnh, quay video, video call rõ nét, Máy tính bảng\xa0sở hữu pin 31.29Wh cho thời gian sử dụng kéo dài bền bỉ, Hệ điều hành\xa0iPadOS 17 giao diện đẹp mắt, nhiều tính năng mới thông minh, iPad Pro M4 dòng\xa0Wifi, thích hợp khi dùng ở những điểm có Wifi cố định",25,https://cdn.nguyenkimmall.com/images/thumbnails/210/210/detailed/963/10058191-iPad_Pro_M4_11_inch_Wifi_256GB_MVV83ZAA_Đen1_h0cx-ns.jpg,Máy tính bảng iPad Pro M4 11 inch Wifi 512GB MVVC3ZA/A Đen,154,25
"Máy tính bảng iPad\xa0dùng\xa0chip Apple M4 9 nhân mạnh mẽ, xử lý mượt các tác vụ, Dùng mạng di động mọi nơi nhờ hỗ trợ cả kết nối Wifi lẫn mạng di động qua\xa0eSIM, Bộ nhớ trong lớn tới 512GB tha hồ lưu trữ dữ liệu,\xa0mở ứng dụng nhanh chóng, RAM 8GB đa nhiệm tốt, mở nhiều ứng dụng và chuyển tab qua lại dễ dàng, Màn hình Ultra Retina\xa0XDR tái hiện hình ảnh màu sắc chân thực và sống động, Màn hình 11 inch độ phân giải\xa0(2420x1668) sắc nét, độ sáng tối đa đến 1000 nits, Camera trước và camera sau 12 MP chụp ảnh, quay video, video call rõ nét, Máy tính bảng\xa0sở hữu pin 31.29Wh cho thời gian sử dụng kéo dài bền bỉ, Hệ điều hành\xa0iPadOS 17 giao diện đẹp mắt, nhiều tính năng mới thông minh",25,https://cdn.nguyenkimmall.com/images/thumbnails/210/210/detailed/963/10058194.jpg,Máy tính bảng iPad Pro M4 11 inch Wifi Cellular 512GB MVW33ZA/A Đen,155,25
"Máy tính bảng iPad\xa0dùng\xa0chip Apple M4 9 nhân mạnh mẽ, xử lý mượt các tác vụ, Tha hồ lưu trữ dữ liệu,\xa0mở ứng dụng nhanh chóng với bộ nhớ trong 512GB, RAM 8GB đa nhiệm tốt, mở nhiều ứng dụng và chuyển tab qua lại dễ dàng, Màn hình Ultra Retina\xa0XDR tái hiện hình ảnh màu sắc chân thực và sống động, Màn hình sáng rõ với độ sáng tối đa 1000 nits,\xa0độ phân giải\xa0(2752x2064) sắc nét, Camera trước 12MP & camera sau 12MP chụp ảnh, quay phim, video call chất lượng, Máy tính bảng\xa0sở hữu pin 38.99Wh cho thời gian sử dụng kéo dài bền bỉ, Giao diện đẹp mắt, nhiều tính năng mới thông minh với hệ điều hành\xa0iPadOS 17, Dòng iPad Wifi, thích hợp cho những địa điểm hỗ trợ kết nối Wifi cố định",25,https://cdn.nguyenkimmall.com/images/thumbnails/210/210/detailed/963/10058195-iPad_Pro_M4_12.9_inch_Wifi_512GB_MVX43ZAA_Đen.jpg,Máy tính bảng iPad Pro M4 12.9 inch Wifi 512GB MVX43ZA/A Đen,156,25
"Máy tính bảng iPad\xa0dùng\xa0chip Apple M4 9 nhân mạnh mẽ, xử lý mượt các tác vụ, iPad dòng Wifi Cellular, hỗ trợ cả Wifi lẫn eSIM để dùng mạng di động mọi nơi, Bộ nhớ trong 256GB lưu trữ được nhiều dữ liệu,\xa0mở ứng dụng nhanh chóng, RAM 8GB đa nhiệm tốt, mở nhiều ứng dụng và chuyển tab qua lại dễ dàng, Màn hình Ultra Retina\xa0XDR tái hiện hình ảnh màu sắc chân thực và sống động, Màn hình sáng rõ với độ sáng tối đa 1000 nits,\xa0độ phân giải\xa0(2752x2064) sắc nét, Camera trước 12MP & camera sau 12MP chụp ảnh, quay phim, video call chất lượng, Máy tính bảng\xa0sở hữu pin 38.99Wh cho thời gian sử dụng kéo dài bền bỉ, Hệ điều hành\xa0iPadOS 17 giao diện đẹp mắt, nhiều tính năng mới thông minh",25,https://cdn.nguyenkimmall.com/images/thumbnails/210/210/detailed/963/10058196-iPad_Pro_M4_12.9_inch_Wifi_Cellular_256GB_MVXR3ZAA_Đen.jpg,Máy tính bảng iPad Pro M4 12.9 inch Wifi Cellular 256GB MVXR3ZA/A Đen,157,25
"Máy tính bảng iPad\xa0dùng\xa0chip Apple M4 9 nhân mạnh mẽ, xử lý mượt các tác vụ, iPad dòng Wifi Cellular, hỗ trợ cả Wifi lẫn eSIM để dùng mạng di động mọi nơi, Tha hồ lưu trữ dữ liệu,\xa0mở ứng dụng nhanh chóng với bộ nhớ trong 512GB, RAM 8GB đa nhiệm tốt, mở nhiều ứng dụng và chuyển tab qua lại dễ dàng, Màn hình Ultra Retina\xa0XDR tái hiện hình ảnh màu sắc chân thực và sống động, Màn hình sáng rõ với độ sáng tối đa 1000 nits,\xa0độ phân giải\xa0(2752x2064) sắc nét, Camera trước 12MP & camera sau 12MP chụp ảnh, quay phim, video call chất lượng, Máy tính bảng\xa0sở hữu pin 38.99Wh cho thời gian sử dụng kéo dài bền bỉ, Hệ điều hành\xa0iPadOS 17 giao diện đẹp mắt, nhiều tính năng mới thông minh",25,https://cdn.nguyenkimmall.com/images/thumbnails/210/210/detailed/963/10058197-iPad_Pro_M4_12.9_inch_Wifi_Cellular_512GB_MVXU3ZAA_Đen.jpg,Máy tính bảng iPad Pro M4 12.9 inch Wifi Cellular 512GB MVXU3ZA/A Đen,158,25
"Máy tính xách tay Dell Inspiron 14 5440 kiểu dáng sang trọng, màu sắc thanh lịch, Màn hình laptop 14"" độ phân giải\xa0WUXGA\xa0tái hiện hình ảnh sắc nét và sống động, CPU Intel Core 5\xa0120U mới - hiệu năng mạnh mẽ, xử lý tốt tác vụ học tập, văn phòng, RAM 16GB dòng\xa0 DDR5 tiên tiến đa nhiệm, chạy mượt khi mở nhiều Tab cùng một lúc, Ổ cứng SSD 512GB khởi động máy nhanh hơn, mở rộng không gian lưu trữ, Bộ xử lý đồ họa tích hợp\xa0Intel Graphics nâng cao hiệu suất xử lý đồ họa, Tích hợp cảm biến vân tay, đăng nhập để sử dụng máy nhanh với 1 chạm, Trang bị đa dạng cổng kết nối thông dụng như: USB, HDMI, SD card.v.v.",17,https://cdn.nguyenkimmall.com/images/thumbnails/210/210/detailed/1119/10058235-Laptop_Dell_Inspiron_14_5440_Intel_Core_5-120U16GB512GBWin11__N4I5211W1_.jpg,Laptop Dell Inspiron 14 5440 Intel Core 5-120U/16GB/512GB/Win11 (N4I5211W1),159,17
"Máy tính để bàn Apple Mac Mini nhẹ chỉ 0.67kg, siêu nhỏ gọn có thể đặt ngay trên bàn (12.7x12.7x 5cm), Cấu hình mạnh mẽ với CPU Apple M4 lên đến\xa010 lõi (4 lõi hiệu năng, 6 lõi tiết kiệm điện), Card đồ họa tích hợp lên đến 10 nhân GPU xử lý đồ họa tốt, hình ảnh đẹp mãn nhãn, RAM ""khủng"" 24GB đa nhiệm, mở nhiều tab làm việc cùng lúc mà không bị giật, lag, Ổ cứng SSD 512GB khởi động máy nhanh, không gian lưu trữ dữ liệu lớn, Công nghệ dò tia tốc độ cao bằng phần cứng,\xa0Neural Engine 16 lõi, Kết nối tối đa 3 màn hình: 2 màn hình phân giải đến 6K ở tần số 60Hz qua Thunderbolt, 1 màn hình phân giải đến 5K ở tần số 60Hz qua Thunderbolt hoặc có độ phân giải 4K ở tần số 60Hz qua HDMI, Kết nối tối đa 2 màn hình: 1 màn hình phân giải đến 5K ở tần số 60Hz qua Thunderbolt, 1 màn hình phân giải đến 8K ở tần số 60Hz hoặc có độ phân giải 4K ở tần số 240Hz qua Thunderbolt hoặc HDMI, Jack cắm tai nghe 3,5 mm có hỗ trợ nâng cao cho tai nghe trở kháng cao, Đa dạng các cổng kết nối, đáp ứng nhu cầu truyền/nhận dữ liệu",29,https://cdn.nguyenkimmall.com/images/thumbnails/210/210/detailed/1129/Mini_PC_Apple_Mac_Mini_M4_24GB512GB12C-CPU16C-GPU__MCX44SAA_1_q9t7-vb.jpg,Mini PC Apple - Mac Mini M4 24GB/512GB/10C-CPU/10C-GPU (MCYT4SA/A),160,29
"Máy tính để bàn Apple Mac Mini nhẹ chỉ 0.67kg, siêu nhỏ gọn có thể đặt ngay trên bàn (12.7x12.7x 5cm), Cấu hình mạnh mẽ với CPU Apple M4 lên đến\xa010 lõi (4 lõi hiệu năng, 6 lõi tiết kiệm điện), Card đồ họa tích hợp lên đến 10 nhân GPU xử lý đồ họa tốt, hình ảnh đẹp mãn nhãn, RAM lớn 16GB đa nhiệm, mở nhiều tab làm việc cùng lúc mà không bị giật, lag, Ổ cứng SSD 256GB khởi động máy nhanh, không gian lưu trữ dữ liệu lớn, Công nghệ dò tia tốc độ cao bằng phần cứng,\xa0Neural Engine 16 lõi, Kết nối tối đa 3 màn hình: 2 màn hình phân giải đến 6K ở tần số 60Hz qua Thunderbolt, 1 màn hình phân giải đến 5K ở tần số 60Hz qua Thunderbolt hoặc có độ phân giải 4K ở tần số 60Hz qua HDMI, Kết nối tối đa 2 màn hình: 1 màn hình phân giải đến 5K ở tần số 60Hz qua Thunderbolt, 1 màn hình phân giải đến 8K ở tần số 60Hz hoặc có độ phân giải 4K ở tần số 240Hz qua Thunderbolt hoặc HDMI, Jack cắm tai nghe 3,5 mm có hỗ trợ nâng cao cho tai nghe trở kháng cao, Đa dạng các cổng kết nối, đáp ứng nhu cầu truyền/nhận dữ liệu",29,https://cdn.nguyenkimmall.com/images/thumbnails/210/210/detailed/1129/Mini_PC_Apple_Mac_Mini_M4_24GB512GB12C-CPU16C-GPU__MCX44SAA_1_b68k-nl.jpg,Mini PC Apple Mac Mini M4 16GB/256GB/10C-CPU/10C-GPU (MU9D3SA/A),161,29
"Máy tính để bàn Apple Mac Mini nhẹ chỉ 0.67kg, siêu nhỏ gọn có thể đặt ngay trên bàn (12.7x12.7x 5cm), Cấu hình mạnh mẽ với CPU Apple M4 lên đến\xa010 lõi (4 lõi hiệu năng, 6 lõi tiết kiệm điện), Card đồ họa tích hợp lên đến 10 nhân GPU xử lý đồ họa tốt, hình ảnh đẹp mãn nhãn, RAM lớn 16GB đa nhiệm, mở nhiều tab làm việc cùng lúc mà không bị giật, lag, Ổ cứng SSD 512GB khởi động máy nhanh, không gian lưu trữ dữ liệu lớn, Công nghệ dò tia tốc độ cao bằng phần cứng,\xa0Neural Engine 16 lõi, Kết nối tối đa 3 màn hình: 2 màn hình phân giải đến 6K ở tần số 60Hz qua Thunderbolt, 1 màn hình phân giải đến 5K ở tần số 60Hz qua Thunderbolt hoặc có độ phân giải 4K ở tần số 60Hz qua HDMI, Kết nối tối đa 2 màn hình: 1 màn hình phân giải đến 5K ở tần số 60Hz qua Thunderbolt, 1 màn hình phân giải đến 8K ở tần số 60Hz hoặc có độ phân giải 4K ở tần số 240Hz qua Thunderbolt hoặc HDMI, Jack cắm tai nghe 3,5 mm có hỗ trợ nâng cao cho tai nghe trở kháng cao, Đa dạng các cổng kết nối, đáp ứng nhu cầu truyền/nhận dữ liệu",29,https://cdn.nguyenkimmall.com/images/thumbnails/210/210/detailed/1129/Mini_PC_Apple_Mac_Mini_M4_24GB512GB12C-CPU16C-GPU__MCX44SAA_1_c55c-1y.jpg,Mini PC Apple - Mac Mini M4 16GB/512GB/10C-CPU/10C-GPU (MU9E3SA/A),162,29
"Máy tính để bàn Apple Mac Mini nhẹ chỉ 0.73kg, siêu nhỏ gọn có thể đặt ngay trên bàn (12.7x12.7x 5cm), Cấu hình mạnh mẽ với CPU Apple M4 Pro lên đến\xa012 lõi (8 lõi hiệu năng, 4 lõi tiết kiệm điện), Card đồ họa tích hợp lên đến 16 nhân GPU xử lý đồ họa tốt, hình ảnh đẹp mãn nhãn, RAM ""khủng"" 24GB đa nhiệm, mở nhiều tab làm việc cùng lúc mà không bị giật, lag, Ổ cứng SSD 512GB khởi động máy nhanh, không gian lưu trữ dữ liệu lớn, Công nghệ dò tia tốc độ cao bằng phần cứng,\xa0Neural Engine 16 lõi, Kết nối tối đa 3 màn hình\xa0phân giải đến 6K ở tần số 60Hz qua Thunderbolt/HDMI, Kết nối tối đa 2 màn hình: 1 màn hình phân giải đến 6K ở tần số 60Hz qua Thunderbolt, 1 màn hình phân giải đến 8K ở tần số 60Hz hoặc có phân giải 4K ở tần số 240Hz qua Thunderbolt/HDMI, Jack cắm tai nghe 3,5 mm có hỗ trợ nâng cao cho tai nghe trở kháng cao, Đa dạng các cổng kết nối, đáp ứng nhu cầu truyền/nhận dữ liệu",29,https://cdn.nguyenkimmall.com/images/thumbnails/210/210/detailed/1129/Mini_PC_Apple_Mac_Mini_M4_24GB512GB12C-CPU16C-GPU__MCX44SAA_1.jpg,Mini PC Apple - Mac Mini M4 Pro 24GB/512GB/12C-CPU/16C-GPU (MCX44SA/A),163,29
"Mặt lưng của điện thoại được làm bằng kính tạo nên sự thanh lịch và đẳng cấp, Màn hình 6.1 inch cho không gian trải nghiệm hoàn hảo, Tấm nền Super Retina XDR mang đến hình ảnh sắc nét, Điện thoại iphone 12 có cụm camera kép cho phép chụp ảnh góc rộng và siêu rộng, Chip Apple A14 Bionic cho hiệu năng mạnh hơn đến 50%, Khả năng chống nước đạt chuẩn IP68 đứng đầu thị trường, Chất liệu kính Ceramic Shield giúp bền hơn gấp 4 lần, Bộ nhớ trong 64GB đủ đáp ứng nhu cầu lưu trữ dữ liệu",9,https://cdn.nguyenkimmall.com/images/thumbnails/210/210/detailed/1125/10047702-dien-thoai-iphone-12-64gb-xanh-la-1.jpg,Điện thoại iPhone 12 64GB Xanh lá,164,9
"Mặt lưng được làm bằng kính tạo nên sự thanh lịch và đẳng cấp, Màn hình 5.4 inch, nhỏ gọn dễ dàng thao tác bằng một tay, Tấm nền Super Retina XDR mang đến hình ảnh sắc nét, Cụm camera kép cho phép chụp ảnh góc rộng và siêu rộng, Chip Apple A14 Bionic cho hiệu năng mạnh hơn đến 50%, Khả năng chống nước đạt chuẩn IP68 đứng đầu thị trường, Chất liệu kính Ceramic Shield giúp bền hơn gấp 4 lần, Bộ nhớ trong 128GB cho không gian lưu trữ bất tận",9,https://cdn.nguyenkimmall.com/images/thumbnails/210/210/detailed/1119/10047689-dien-thoai-iphone-12-mini-128gb-trang-1_x0i6-ue.jpg,Điện thoại iPhone 12 Mini 128GB Trắng,165,9
"Ngoại hình cá tính, phong cách mạnh mẽ chuẩn Gaming với bàn phím đèn nền tuyệt đẹp, Vi xử lý Intel Core i5-13420H hiệu năng mạnh mẽ, học tập tốt, chơi game mượt, Card màn hình NVIDIA GeForce RTX 2050 4GB xử lý mượt tác vụ liên quan đồ họa, RAM DDR4 16GB đa nhiệm mượt, mở nhiều Tab khi làm việc cùng lúc không bị giật, lag, Ổ cứng SSD 512GB lưu trữ được nhiều dữ liệu, khởi động máy và ứng dụng nhanh hơn, Hình ảnh chuyển động mượt, không bị giật xé hình nhờ tần số quét màn hình 144Hz, Màn hình Full HD lớn 15.6 inch, không gian hiển thị rộng rãi, cùng màu sắc sống động, Công nghệ Hi-Res Audio, trải nghiệm đắm chìm trong thế giới âm thanh lôi cuốn, Laptop MSI trang bị các cổng kết nối thông dụng, đáp ứng nhu cầu dùng",21,https://cdn.nguyenkimmall.com/images/thumbnails/210/210/detailed/1115/MSI_Gaming_Thin_15__i5-13420H1.jpg,Laptop MSI Gaming Thin 15 i5-13420H/16GB/512GB/Win11 (B13UCX-2080VN),166,21
"Ngoại hình cá tính, phong cách mạnh mẽ chuẩn Gaming với bàn phím đèn nền tuyệt đẹp, Vi xử lý Intel Core\xa0i7-13620H hiệu năng mạnh mẽ, ""chiến mượt"" mọi tựa game kịch tính, Card màn hình NVIDIA GeForce RTX 3050 4GB xử lý nhanh tác vụ liên quan đồ họa, RAM DDR4 16GB đa nhiệm mượt, mở nhiều Tab khi làm việc cùng lúc không bị giật, lag, Ổ cứng SSD 512GB lưu trữ được nhiều dữ liệu, khởi động máy và ứng dụng nhanh hơn, Hình ảnh chuyển động mượt, không bị giật xé hình nhờ tần số quét màn hình 144Hz, Màn hình Full HD lớn 15.6 inch, không gian hiển thị rộng rãi, cùng màu sắc sống động, Công nghệ Hi-Res Audio, trải nghiệm đắm chìm trong thế giới âm thanh lôi cuốn, Laptop MSI trang bị các cổng kết nối thông dụng, đáp ứng nhu cầu dùng",21,https://cdn.nguyenkimmall.com/images/thumbnails/210/210/detailed/1120/MSI_Gaming_Thin_15_i7-13620H16GB512GB__B13UC-1411VN_1.jpg,Laptop MSI Gaming Thin 15 i7-13620H/16GB/512GB/Win11 (B13UC-1411VN),167,21
"PC Dell kiểu dáng sang trọng, thiết kế nhỏ gọn tiết kiệm diện tích, CPU Intel Core i7-13700 hiệu năng ổn định, xử lý mượt mọi tác vụ, Ổ cứng SSD 512GB khởi động máy nhanh, lưu trữ được nhiều dữ liệu, RAM 8GB chuẩn DDR4 đa nhiệm tốt, hoạt động ổn định khi mở nhiều tab, Bộ xử lý đồ họa\xa0Intel UHD Graphics 770, xử lý hiệu quả\xa0tác vụ đồ hoạ, Tích hợp đa dạng các cổng kết nối, đáp ứng đầy đủ nhu cầu sử dụng",28,https://cdn.nguyenkimmall.com/images/thumbnails/210/210/product/923/10055560-pc-dell-vostro-3020-i7-13700-mti7v3020w1-1.jpg,PC Dell Vostro 3020 i7-13700/8GB/512GB/Win11 (MTI7V3020W1),168,28
"Samsung Galaxy S24 trọn bộ màu sắc độc đáo, diện mạo sang trọng và đẳng cấp, Nâng cấp với hàng loạt tính năng AI thông minh, nâng tầm trải nghiệm, Màn hình Dynamic AMOLED 2X độ phân giải FHD+ hiển thị sống động như thực, Camera trước 12MP giúp sáng tạo ảnh chân dung đẹp tự nhiên, sắc nét, Bộ 3 camera sau 50MP-12MP-10MP chụp ảnh đẹp chuyên nghiệp, Tích hợp công nghệ chống rung OIS, chụp hình và quay phim ổn định, Viên pin dung lượng 4000mAh bền bỉ, làm việc và giải trí suốt ngày dài, Chuẩn kháng nước IP68, trải nghiệm bất chấp thời tiết nắng mưa thất thường, Mở khóa cực nhanh & an toàn với cảm biến vân tay và nhận diện khuôn mặt, Hỗ trợ kết nối 5G tiên tiến, truyền tải và chia sẻ dữ liệu nhanh thần tốc",8,https://cdn.nguyenkimmall.com/images/thumbnails/210/210/detailed/1119/10057182-dien-thoai-samsung-galaxy-s24-512gb-vang-1.jpg,Điện thoại Samsung Galaxy S24 512GB,169,8
"Samsung Galaxy S25\xa0Plus thiết kế hết sức mỏng nhẹ, khung nhôm bền bỉ và chắc chắn, Nâng cấp với hàng loạt tính năng AI thông minh, nâng tầm trải nghiệm, Màn hình Dynamic AMOLED 2X 6.7""\xa0phân giải đến\xa0Quad HD+ cho hiển thị sắc nét, RAM ""khủng"" 12GB đa nhiệm tốt, lướt chạm & chuyển đổi mượt mà giữa các ứng dụng, Camera trước 12MP tự động lấy nét, chụp ảnh chân dung đẹp tự nhiên, cuốn hút, Bộ 3 camera sau 50MP-12MP-10MP tích hợp AI chụp ảnh đẹp chuyên nghiệp, Quay phim đêm ấn tượng với Camera Mắt Thần Bóng Đêm khử nhiễu thông minh, Audio Eraser loại bỏ tiếng ồn không mong muốn, tối ưu hóa âm thanh, Tìm kiếm nhanh mọi thứ bạn cần chỉ với thao tác khoanh tròn đơn giản, Cải tiến với tính năng Trợ lý thiết kế lịch trình cá nhân Now Brief, Tích hợp công nghệ chống rung OIS, chụp hình và quay phim ổn định, Viên pin dung lượng 4900mAh bền bỉ, làm việc và giải trí suốt ngày dài, Mở khóa cực nhanh & an toàn chỉ 1 chạm với trang bị\xa0cảm biến vân tay, Hỗ trợ kết nối 5G tiên tiến, truyền tải và chia sẻ dữ liệu nhanh thần tốc",8,https://cdn.nguyenkimmall.com/images/thumbnails/210/210/detailed/1133/Samsung_Galaxy_S25_5G_12GB256GB__SM-S931BDS__Xanh_dương_đậm1_qvrs-4x.jpg,Điện thoại Samsung Galaxy S25 Plus 5G 12GB/,170,8
